channel_name,category,sub_category,customer_remarks,tenure_bucket,agent_shift,csat_score,response_minutes,retention_label
Inbound,Returns,Return request,,31-60,Morning,5,1,1
Outcall,Order Related,Order status enquiry,,>90,Evening,5,0,1
Inbound,Order Related,Order status enquiry,Very nice ?? service,31-60,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,9,1
Inbound,Returns,Fraudulent User,,>90,Afternoon,5,0,1
Inbound,Order Related,Installation/demo,My problem is solve thank you costumer service,31-60,Evening,1,5,0
Outcall,Cancellation,Return cancellation,,>90,Evening,5,7,1
Outcall,Cancellation,Not Needed,,61-90,Evening,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,92,1
Inbound,Returns,Reverse Pickup Enquiry,Issue refund immediately,>90,Morning,1,133,0
Inbound,Returns,Reverse Pickup Enquiry,Good,0-30,Evening,5,253,1
Inbound,Returns,Wrong,Very thanks to you,>90,Afternoon,5,3,1
Outcall,Refund Related,Refund Related Issues,,61-90,Evening,5,9,1
Inbound,Returns,Wrong,,>90,Split,5,3,1
Outcall,Shopzilla Related,General Enquiry,,On Job Training,Morning,1,144,0
Inbound,Order Related,Delayed,,0-30,Morning,1,1,0
Inbound,Cancellation,Not Needed,,>90,Afternoon,5,3,1
Inbound,Order Related,Delayed,,>90,Afternoon,5,10,1
Inbound,Returns,Wrong,Return policy is very slow and bad,31-60,Evening,4,43782,
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,1,2,0
Inbound,Returns,Reverse Pickup Enquiry,Very helpful call thanku team,>90,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,7,1
Outcall,Returns,Reverse Pickup Enquiry,Thks uuu,>90,Morning,4,54,1
Inbound,Order Related,Delayed,,>90,Split,5,17,1
Outcall,Returns,Return request,,>90,Morning,5,246,1
Inbound,Shopzilla Related,General Enquiry,,61-90,Split,5,3,1
Inbound,Feedback,UnProfessional Behaviour,,0-30,Morning,5,8,1
Outcall,Order Related,Delayed,,0-30,Morning,5,135,1
Inbound,Returns,Fraudulent User,Super everything,31-60,Evening,5,4,1
Email,Offers & Cashback,Other Cashback,Very good experience with this... She is very kindly talk with me thank you   ??,>90,Afternoon,5,3,1
Email,Others,Call disconnected,,31-60,Evening,5,3,1
Inbound,Order Related,Delayed,Give proper answer for the specific enquiry customer have. Instead of generic Answer.,>90,Morning,1,97,0
Outcall,Returns,Service Centres Related,No any solution and no replace my boat airbuds 161Very bad service boat and Shopzilla,0-30,Morning,1,44,0
Outcall,Order Related,Seller Cancelled Order,,0-30,Morning,5,2,1
Inbound,Order Related,Delayed,,>90,Morning,2,44270,0
Inbound,Returns,Wrong,Good,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Baat karne ka Tarika bahut achha h mam ka ????,>90,Morning,5,9,1
Inbound,Returns,Return request,I am happy to take with the customer support team,>90,Evening,5,3,1
Inbound,Order Related,Seller Cancelled Order,No,>90,Morning,5,2,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,5,2,1
Inbound,Payments related,Online Payment Issues,,31-60,Evening,5,359,1
Outcall,Refund Related,Refund Related Issues,It is the duty of the customer care people to help the customers and they are doing their duty very well. Thank you Shopzilla for helping us.,61-90,Evening,5,,1
Email,Cancellation,Not Needed,,31-60,Evening,5,157,1
Outcall,Payments related,Wallet related,Good,0-30,Morning,4,61,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,212,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,4,60,1
Inbound,Returns,Service Centres Related,,>90,Afternoon,5,7,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,5,1
Inbound,Product Queries,Product Specific Information,No,61-90,Evening,5,3,1
Inbound,Returns,Fraudulent User,,>90,Split,5,103,1
Inbound,Returns,Return request,is very supportive thank to her,>90,Morning,5,3,1
Inbound,Order Related,Unable to track,All Good ??,61-90,Evening,5,84,1
Inbound,Order Related,Priority delivery,Customer care madam very good person.. she solve my issue ????,31-60,Evening,5,1,1
Inbound,Refund Related,Refund Enquiry,Not proper information and very time teking,0-30,Morning,1,19,0
Inbound,Returns,Return request,thanks,0-30,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,9,1
Outcall,Returns,Reverse Pickup Enquiry,Not sporting,0-30,Morning,1,5,0
Inbound,Order Related,Delayed,,0-30,Morning,4,12,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,2,1
Inbound,Payments related,Payment related Queries,,On Job Training,Morning,5,1,1
Inbound,Feedback,UnProfessional Behaviour,Apse baat,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,Thanks,>90,Split,5,1,1
Inbound,Order Related,Delayed,,61-90,Evening,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,418,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,1,100,0
Inbound,Returns,Return request,,>90,Morning,3,259,
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,7,1
Inbound,Order Related,Delayed,,On Job Training,Evening,1,7,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,4,1
Outcall,Returns,Damaged,"Nothing, just solve my issue , returning related.",>90,Morning,5,301,1
Inbound,Order Related,Order status enquiry,,61-90,Evening,5,7,1
Inbound,Returns,Return request,,On Job Training,Evening,5,13,1
Inbound,Returns,Return request,Good Behaviour,>90,Morning,5,4,1
Inbound,Returns,Return request,,31-60,Night,5,1,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Morning,5,127,1
Inbound,Shopzilla Related,General Enquiry,Excellent communication,31-60,Evening,5,9,1
Outcall,Order Related,Delayed,Thanks ??,0-30,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,4,2,1
Inbound,Order Related,Delayed,,61-90,Night,5,2,1
Inbound,Refund Related,Refund Enquiry,,On Job Training,Morning,1,0,0
Inbound,Shopzilla Related,General Enquiry,,On Job Training,Evening,5,2,1
Inbound,Order Related,Order status enquiry,Very good,On Job Training,Evening,5,1,1
Inbound,Feedback,UnProfessional Behaviour,,0-30,Morning,2,3,0
Inbound,Returns,Reverse Pickup Enquiry,Shopzilla are bad app for online shoping pardcut are not good and problem are not solved,>90,Morning,4,5,1
Inbound,Returns,Wrong,Don\u2019t deliver wrong products Deliver the products what customer ordered,>90,Morning,1,44709,0
Inbound,Returns,Return request,,>90,Afternoon,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,1,10,0
Inbound,Refund Related,COD Refund Details,,>90,Split,5,4,1
Outcall,Order Related,Invoice request,,31-60,Night,1,155,0
Inbound,Product Queries,Product Specific Information,,0-30,Morning,4,1,1
Inbound,Order Related,Delayed,,>90,Morning,4,11,1
Outcall,Returns,Reverse Pickup Enquiry,Very nice,31-60,Morning,5,3,1
Outcall,Feedback,UnProfessional Behaviour,Very bad,31-60,Evening,1,16,0
Email,Order Related,Delayed,The issue of vacuum cleaner is not yet resolved.There is extreme delay in delivery of the product.Kindly provide concrete solution at the earliest,On Job Training,Evening,1,178,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,4,1,1
Inbound,Refund Related,Refund Related Issues,Nothing,31-60,Morning,5,7,1
Inbound,Returns,Product related Issues,,31-60,Morning,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,10,1
Inbound,Shopzilla Related,General Enquiry,,>90,Split,4,1,1
Outcall,Product Queries,Product Specific Information,Good,31-60,Morning,5,3,1
Outcall,Returns,Fraudulent User,,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,54,1
Inbound,Payments related,Payment related Queries,,On Job Training,Evening,5,3,1
Inbound,Returns,Return request,????????,0-30,Morning,5,8,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,20,1
Inbound,Order Related,Delayed,,31-60,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Returns,Missing,,31-60,Morning,5,13,1
Inbound,Returns,Reverse Pickup Enquiry,More comfortable,>90,Afternoon,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,92,1
Inbound,Order Related,Installation/demo,,On Job Training,Morning,5,2,1
Outcall,Shopzilla Related,General Enquiry,,On Job Training,Morning,5,1,1
Inbound,Returns,Return request,mam aapse baat karke bahut axa lga full help   aapne   thank you Mam,>90,Split,5,2,1
Inbound,Order Related,Delayed,,>90,Afternoon,5,3,1
Inbound,Order Related,Installation/demo,,>90,Morning,5,3,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,1,1
Inbound,Returns,Wrong,,>90,Evening,5,0,1
Inbound,Product Queries,Product Specific Information,Problem not resolved,>90,Split,1,,0
Inbound,Order Related,Delayed,,>90,Afternoon,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,1,20,0
Inbound,Order Related,Invoice request,,>90,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,Make delivery more fast. It take 7-10 days for even smaller products to get delivered in Chhattisgarh State capital Raipur,>90,Morning,5,2,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,1,227,0
Inbound,Product Queries,Product Specific Information,,>90,Evening,4,3,1
Inbound,Order Related,Order status enquiry,Very good,On Job Training,Evening,5,12,1
Outcall,Refund Related,Refund Enquiry,,On Job Training,Evening,5,55,1
Outcall,Returns,Missing,,>90,Morning,5,4,1
Outcall,Order Related,Invoice request,,>90,Split,5,6,1
Inbound,Order Related,Delayed,,>90,Morning,5,20,1
Inbound,Returns,Fraudulent User,,31-60,Evening,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,Very good,>90,Evening,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,3,1
Outcall,Order Related,Installation/demo,,>90,Split,5,1,1
Inbound,Cancellation,Not Needed,,31-60,Morning,4,14,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,4,5,1
Inbound,Returns,Return request,,61-90,Afternoon,5,1,1
Inbound,Order Related,Delayed,,>90,Split,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,No,>90,Morning,5,,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Evening,5,24,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,4,44432,0
Outcall,Order Related,Invoice request,,On Job Training,Evening,5,47,1
Inbound,Returns,Fraudulent User,Good,>90,Afternoon,5,26,1
Inbound,Offers & Cashback,Other Cashback,,61-90,Evening,5,1,1
Inbound,Order Related,Invoice request,,>90,Morning,5,3,1
Inbound,Returns,Return request,,61-90,Morning,4,16,1
Inbound,Refund Related,Refund Enquiry,,0-30,Morning,5,0,1
Inbound,Order Related,Installation/demo,One Assist Protection plan's Invoice not available on Shopzilla.,On Job Training,Evening,1,19,0
Inbound,Returns,Fraudulent User,,>90,Evening,5,23,1
Inbound,Returns,Return request,Worst service,>90,Morning,1,73,0
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Afternoon,5,8,1
Outcall,Returns,Missing,,31-60,Evening,5,2,1
Inbound,Refund Related,Refund Related Issues,,>90,Morning,1,49,0
Inbound,Order Related,Order status enquiry,bhut he good hai  Shopzilla ko  thankyou,31-60,Morning,4,,
Inbound,Product Queries,Product Specific Information,,0-30,Morning,4,372,1
Inbound,Refund Related,Refund Related Issues,,>90,Night,5,4,1
Inbound,Cancellation,Not Needed,Thanks??,31-60,Split,5,12,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,2,1
Outcall,Order Related,Order Verification,Solution not provided,>90,Morning,1,4,0
Inbound,Order Related,Installation/demo,,31-60,Split,5,7,1
Inbound,Offers & Cashback,Other Cashback,Very polite,31-60,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Afternoon,5,76,1
Inbound,Order Related,Delayed,,0-30,Morning,5,118,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,2,1
Inbound,Order Related,Delayed,It's good,61-90,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,Provide honest delivery staff,On Job Training,Morning,3,4,
Inbound,Feedback,UnProfessional Behaviour,Customer care services is very good,>90,Evening,5,3,1
Inbound,Product Queries,Product Specific Information,,0-30,Evening,5,2,1
Inbound,Refund Related,Refund Enquiry,,31-60,Night,5,0,1
Inbound,Order Related,Installation/demo,,>90,Morning,3,14,
Inbound,Returns,Wrong,No suggestions Shopzilla is always giving the best services just look after the packaging...i have doubt on packaging this time as things are not in order as order id.,>90,Morning,5,12,1
Email,Refund Related,Refund Enquiry,thank you sir,61-90,Evening,5,3,1
Inbound,Returns,Return request,,31-60,Evening,5,4,1
Inbound,Order Related,Delayed,Good,31-60,Evening,5,2,1
Outcall,Refund Related,Refund Related Issues,,>90,Afternoon,4,32,1
Inbound,Returns,Fraudulent User,,31-60,Morning,5,10,1
Outcall,Returns,Return request,,31-60,Evening,5,5,1
Inbound,Returns,Missing,,61-90,Morning,4,5,1
Inbound,Order Related,Delayed,,>90,Afternoon,5,14,1
Inbound,Returns,Return request,,>90,Afternoon,5,7,1
Inbound,Order Related,Priority delivery,,31-60,Evening,5,6,1
Inbound,Refund Related,Refund Enquiry,Nice,On Job Training,Morning,4,1,1
Outcall,Order Related,Installation/demo,,>90,Morning,5,2,1
Inbound,Returns,Service Centres Related,,0-30,Evening,5,231,1
Inbound,Order Related,Delayed,,>90,Morning,1,44084,0
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,24,1
Inbound,Order Related,Unable to track,,0-30,Morning,5,13,1
Inbound,Order Related,Installation/demo,,>90,Morning,5,14,1
Inbound,Payments related,Payment related Queries,,>90,Afternoon,5,1,1
Inbound,Refund Related,COD Refund Details,Thnkyou,31-60,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,1,21,0
Outcall,Returns,Service Centres Related,customer service,0-30,Morning,5,2,1
Inbound,Refund Related,Refund Related Issues,,>90,Afternoon,5,1,1
Outcall,Shopzilla Related,General Enquiry,Loved shopping with Shopzilla,On Job Training,Evening,5,8,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,69,1
Outcall,Refund Related,Refund Enquiry,Good,61-90,Evening,5,13,1
Outcall,Order Related,Order status enquiry,,On Job Training,Morning,4,9,1
Inbound,Order Related,Delayed,,>90,Split,5,1,1
Inbound,Returns,Return request,,31-60,Evening,5,1,1
Outcall,Order Related,Unable to track,,>90,Evening,4,124,1
Outcall,Shopzilla Related,General Enquiry,,31-60,Morning,5,3,1
Outcall,Order Related,Delayed,,>90,Evening,5,2,1
Inbound,Order Related,Order status enquiry,,On Job Training,Morning,5,1,1
Inbound,Returns,Wrong,Nothing,61-90,Evening,5,12,1
Inbound,Shopzilla Related,General Enquiry,,61-90,Afternoon,5,5,1
Inbound,Product Queries,Product Specific Information,,31-60,Evening,1,35,0
Inbound,Order Related,Delayed,,On Job Training,Morning,4,69,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,3,1
Inbound,Order Related,Delayed,,>90,Evening,4,3,1
Outcall,Shopzilla Related,General Enquiry,,>90,Afternoon,5,19,1
Inbound,Order Related,Installation/demo,good supports Shopzilla team..,0-30,Evening,5,9,1
Outcall,Order Related,Seller Cancelled Order,If a delivery agent didnt contaceted customer and he himself says that customer rejected the product qnd cancelled the order placed without reaching customer is highly unethical and these delivery agent are giving false statment on customers. Shopzilla should make stronger policy to take care of these kind of issues that customer faces from delivery agent.,0-30,Evening,3,37,
Outcall,Product Queries,Product Specific Information,,0-30,Evening,5,63,1
Email,Returns,Fraudulent User,,31-60,Morning,5,2,1
Inbound,Product Queries,Product Specific Information,,>90,Afternoon,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,1,120,0
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,5,2,1
Inbound,Returns,Return request,,>90,Morning,4,4,1
Email,Refund Related,Refund Related Issues,,>90,Afternoon,5,13,1
Inbound,Order Related,Unable to track,Costomer care agents behaviour is so nice ??,31-60,Morning,5,15,1
Inbound,Product Queries,Product Specific Information,,0-30,Evening,5,132,1
Email,Order Related,Installation/demo,,>90,Evening,1,37,0
Outcall,Feedback,UnProfessional Behaviour,,On Job Training,Evening,4,2,1
Inbound,Order Related,Installation/demo,Good solution,On Job Training,Evening,5,1,1
Inbound,Shopzilla Related,General Enquiry,,61-90,Evening,1,11,0
Inbound,Shopzilla Related,General Enquiry,,61-90,Evening,5,44367,
Inbound,Returns,Fraudulent User,,0-30,Evening,5,51,1
Outcall,Returns,Return request,Nice ????,>90,Morning,5,1,1
Inbound,Returns,Return request,"Today I talked to to support executives, the 1st one was very rude, had lack of knowledge, misbehaved, instead of solving my query,he disconnected my call from his own side, 2nd one was very helpful, supportive, professional, my feedback is for the 2nd executive.",0-30,Evening,5,23,1
Inbound,Refund Related,Refund Related Issues,,On Job Training,Morning,5,44,1
Inbound,Payments related,Online Payment Issues,Please put order botton(option) in front of the app or bottom of aap,>90,Morning,5,15,1
Inbound,Returns,Reverse Pickup Enquiry,Good experience for taking,>90,Morning,1,7,0
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,He placed wrong return after giving all details.Is was disappointing.,On Job Training,Morning,2,29,0
Outcall,Order Related,Delayed,,On Job Training,Evening,5,12,1
Inbound,Returns,Fraudulent User,Good,>90,Afternoon,5,1,1
Inbound,Order Related,Priority delivery,"Thanx for happing nice person,??",31-60,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,5,0
Email,Payments related,Wallet related,,0-30,Evening,4,5,1
Inbound,Product Queries,Product Specific Information,My query was not solved but I knew the value of feedback how much Dsat gave the dent to an agent but I M not satisfied so take it as begging,0-30,Evening,5,9,1
